SQUADRA,BAUDI
"('Ana_Mena', 'Giovanni_Truppi', 'Le_Vibrazioni', 'Noemi', 'Rkomi')",94
"('Ana_Mena', 'Giovanni_Truppi', 'Le_Vibrazioni', 'Noemi', 'Tananai')",94
"('Ana_Mena', 'Giovanni_Truppi', 'Le_Vibrazioni', 'Noemi', 'Yuman')",92
"('Ana_Mena', 'Giovanni_Truppi', 'Le_Vibrazioni', 'Rkomi', 'Sangiovanni')",96
"('Ana_Mena', 'Giovanni_Truppi', 'Le_Vibrazioni', 'Rkomi', 'Tananai')",86
"('Ana_Mena', 'Giovanni_Truppi', 'Le_Vibrazioni', 'Rkomi', 'Yuman')",84
"('Ana_Mena', 'Giovanni_Truppi', 'Le_Vibrazioni', 'Sangiovanni', 'Tananai')",96
"('Ana_Mena', 'Giovanni_Truppi', 'Le_Vibrazioni', 'Sangiovanni', 'Yuman')",94
"('Ana_Mena', 'Giovanni_Truppi', 'Le_Vibrazioni', 'Tananai', 'Yuman')",84
"('Ana_Mena', 'Giovanni_Truppi', 'Mahmood_e_Blanco', 'Matteo_Romano', 'Rkomi')",98
"('Ana_Mena', 'Giovanni_Truppi', 'Mahmood_e_Blanco', 'Matteo_Romano', 'Tananai')",98
"('Ana_Mena', 'Giovanni_Truppi', 'Mahmood_e_Blanco', 'Matteo_Romano', 'Yuman')",96
"('Ana_Mena', 'Giovanni_Truppi', 'Mahmood_e_Blanco', 'Rkomi', 'Tananai')",100
"('Ana_Mena', 'Giovanni_Truppi', 'Mahmood_e_Blanco', 'Rkomi', 'Yuman')",98
"('Ana_Mena', 'Giovanni_Truppi', 'Mahmood_e_Blanco', 'Tananai', 'Yuman')",98
"('Ana_Mena', 'Giovanni_Truppi', 'Massimo_Ranieri', 'Matteo_Romano', 'Michele_Bravi')",90
"('Ana_Mena', 'Giovanni_Truppi', 'Massimo_Ranieri', 'Matteo_Romano', 'Noemi')",91
"('Ana_Mena', 'Giovanni_Truppi', 'Massimo_Ranieri', 'Matteo_Romano', 'Rkomi')",83
"('Ana_Mena', 'Giovanni_Truppi', 'Massimo_Ranieri', 'Matteo_Romano', 'Sangiovanni')",93
"('Ana_Mena', 'Giovanni_Truppi', 'Massimo_Ranieri', 'Matteo_Romano', 'Tananai')",83
"('Ana_Mena', 'Giovanni_Truppi', 'Massimo_Ranieri', 'Matteo_Romano', 'Yuman')",81
"('Ana_Mena', 'Giovanni_Truppi', 'Massimo_Ranieri', 'Michele_Bravi', 'Noemi')",100
"('Ana_Mena', 'Giovanni_Truppi', 'Massimo_Ranieri', 'Michele_Bravi', 'Rkomi')",92
"('Ana_Mena', 'Giovanni_Truppi', 'Massimo_Ranieri', 'Michele_Bravi', 'Tananai')",92
"('Ana_Mena', 'Giovanni_Truppi', 'Massimo_Ranieri', 'Michele_Bravi', 'Yuman')",90
"('Ana_Mena', 'Giovanni_Truppi', 'Massimo_Ranieri', 'Noemi', 'Rkomi')",93
"('Ana_Mena', 'Giovanni_Truppi', 'Massimo_Ranieri', 'Noemi', 'Tananai')",93
"('Ana_Mena', 'Giovanni_Truppi', 'Massimo_Ranieri', 'Noemi', 'Yuman')",91
"('Ana_Mena', 'Giovanni_Truppi', 'Massimo_Ranieri', 'Rkomi', 'Sangiovanni')",95
"('Ana_Mena', 'Giovanni_Truppi', 'Massimo_Ranieri', 'Rkomi', 'Tananai')",85
"('Ana_Mena', 'Giovanni_Truppi', 'Massimo_Ranieri', 'Rkomi', 'Yuman')",83
"('Ana_Mena', 'Giovanni_Truppi', 'Massimo_Ranieri', 'Sangiovanni', 'Tananai')",95
"('Ana_Mena', 'Giovanni_Truppi', 'Massimo_Ranieri', 'Sangiovanni', 'Yuman')",93
"('Ana_Mena', 'Giovanni_Truppi', 'Massimo_Ranieri', 'Tananai', 'Yuman')",83
"('Ana_Mena', 'Giovanni_Truppi', 'Matteo_Romano', 'Michele_Bravi', 'Noemi')",94
"('Ana_Mena', 'Giovanni_Truppi', 'Matteo_Romano', 'Michele_Bravi', 'Rkomi')",86
"('Ana_Mena', 'Giovanni_Truppi', 'Matteo_Romano', 'Michele_Bravi', 'Sangiovanni')",96
"('Ana_Mena', 'Giovanni_Truppi', 'Matteo_Romano', 'Michele_Bravi', 'Tananai')",86
"('Ana_Mena', 'Giovanni_Truppi', 'Matteo_Romano', 'Michele_Bravi', 'Yuman')",84
"('Ana_Mena', 'Giovanni_Truppi', 'Matteo_Romano', 'Noemi', 'Rkomi')",87
"('Ana_Mena', 'Giovanni_Truppi', 'Matteo_Romano', 'Noemi', 'Sangiovanni')",97
"('Ana_Mena', 'Giovanni_Truppi', 'Matteo_Romano', 'Noemi', 'Tananai')",87
"('Ana_Mena', 'Giovanni_Truppi', 'Matteo_Romano', 'Noemi', 'Yuman')",85
"('Ana_Mena', 'Giovanni_Truppi', 'Matteo_Romano', 'Rkomi', 'Sangiovanni')",89
"('Ana_Mena', 'Giovanni_Truppi', 'Matteo_Romano', 'Rkomi', 'Tananai')",79
"('Ana_Mena', 'Giovanni_Truppi', 'Matteo_Romano', 'Rkomi', 'Yuman')",77
"('Ana_Mena', 'Giovanni_Truppi', 'Matteo_Romano', 'Sangiovanni', 'Tananai')",89
"('Ana_Mena', 'Giovanni_Truppi', 'Matteo_Romano', 'Sangiovanni', 'Yuman')",87
"('Ana_Mena', 'Giovanni_Truppi', 'Matteo_Romano', 'Tananai', 'Yuman')",77
"('Ana_Mena', 'Giovanni_Truppi', 'Michele_Bravi', 'Noemi', 'Rkomi')",96
"('Ana_Mena', 'Giovanni_Truppi', 'Michele_Bravi', 'Noemi', 'Tananai')",96
"('Ana_Mena', 'Giovanni_Truppi', 'Michele_Bravi', 'Noemi', 'Yuman')",94
"('Ana_Mena', 'Giovanni_Truppi', 'Michele_Bravi', 'Rkomi', 'Sangiovanni')",98
"('Ana_Mena', 'Giovanni_Truppi', 'Michele_Bravi', 'Rkomi', 'Tananai')",88
"('Ana_Mena', 'Giovanni_Truppi', 'Michele_Bravi', 'Rkomi', 'Yuman')",86
"('Ana_Mena', 'Giovanni_Truppi', 'Michele_Bravi', 'Sangiovanni', 'Tananai')",98
"('Ana_Mena', 'Giovanni_Truppi', 'Michele_Bravi', 'Sangiovanni', 'Yuman')",96
"('Ana_Mena', 'Giovanni_Truppi', 'Michele_Bravi', 'Tananai', 'Yuman')",86
"('Ana_Mena', 'Giovanni_Truppi', 'Noemi', 'Rkomi', 'Sangiovanni')",99
"('Ana_Mena', 'Giovanni_Truppi', 'Noemi', 'Rkomi', 'Tananai')",89
"('Ana_Mena', 'Giovanni_Truppi', 'Noemi', 'Rkomi', 'Yuman')",87
"('Ana_Mena', 'Giovanni_Truppi', 'Noemi', 'Sangiovanni', 'Tananai')",99
"('Ana_Mena', 'Giovanni_Truppi', 'Noemi', 'Sangiovanni', 'Yuman')",97
"('Ana_Mena', 'Giovanni_Truppi', 'Noemi', 'Tananai', 'Yuman')",87
"('Ana_Mena', 'Giovanni_Truppi', 'Rkomi', 'Sangiovanni', 'Tananai')",91
"('Ana_Mena', 'Giovanni_Truppi', 'Rkomi', 'Sangiovanni', 'Yuman')",89
"('Ana_Mena', 'Giovanni_Truppi', 'Rkomi', 'Tananai', 'Yuman')",79
"('Ana_Mena', 'Giovanni_Truppi', 'Sangiovanni', 'Tananai', 'Yuman')",89
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Irama', 'Iva_Zanicchi')",89
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Irama', 'La_Rappresentante_di_Lista')",94
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Irama', 'Le_Vibrazioni')",96
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Irama', 'Massimo_Ranieri')",95
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Irama', 'Matteo_Romano')",89
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Irama', 'Michele_Bravi')",98
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Irama', 'Noemi')",99
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Irama', 'Rkomi')",91
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Irama', 'Tananai')",91
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Irama', 'Yuman')",89
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista')",83
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Le_Vibrazioni')",85
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Mahmood_e_Blanco')",99
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Massimo_Ranieri')",84
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Matteo_Romano')",78
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Michele_Bravi')",87
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Noemi')",88
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Rkomi')",80
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Sangiovanni')",90
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Tananai')",80
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Yuman')",78
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni')",90
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri')",89
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Matteo_Romano')",83
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Michele_Bravi')",92
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Noemi')",93
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Rkomi')",85
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Sangiovanni')",95
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Tananai')",85
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Yuman')",83
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Massimo_Ranieri')",91
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Matteo_Romano')",85
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Michele_Bravi')",94
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Noemi')",95
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Rkomi')",87
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Sangiovanni')",97
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Tananai')",87
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Yuman')",85
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Mahmood_e_Blanco', 'Matteo_Romano')",99
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Mahmood_e_Blanco', 'Yuman')",99
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Matteo_Romano')",84
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Michele_Bravi')",93
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Noemi')",94
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Rkomi')",86
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Sangiovanni')",96
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Tananai')",86
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Yuman')",84
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Matteo_Romano', 'Michele_Bravi')",87
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Matteo_Romano', 'Noemi')",88
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Matteo_Romano', 'Rkomi')",80
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Matteo_Romano', 'Sangiovanni')",90
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Matteo_Romano', 'Tananai')",80
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Matteo_Romano', 'Yuman')",78
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Michele_Bravi', 'Noemi')",97
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Michele_Bravi', 'Rkomi')",89
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Michele_Bravi', 'Sangiovanni')",99
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Michele_Bravi', 'Tananai')",89
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Michele_Bravi', 'Yuman')",87
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Noemi', 'Rkomi')",90
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Noemi', 'Sangiovanni')",100
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Noemi', 'Tananai')",90
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Noemi', 'Yuman')",88
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Rkomi', 'Sangiovanni')",92
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Rkomi', 'Tananai')",82
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Rkomi', 'Yuman')",80
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Sangiovanni', 'Tananai')",92
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Sangiovanni', 'Yuman')",90
"('Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Tananai', 'Yuman')",80
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista')",93
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Iva_Zanicchi', 'Le_Vibrazioni')",95
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Iva_Zanicchi', 'Massimo_Ranieri')",94
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Iva_Zanicchi', 'Matteo_Romano')",88
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Iva_Zanicchi', 'Michele_Bravi')",97
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Iva_Zanicchi', 'Noemi')",98
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Iva_Zanicchi', 'Rkomi')",90
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Iva_Zanicchi', 'Sangiovanni')",100
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Iva_Zanicchi', 'Tananai')",90
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Iva_Zanicchi', 'Yuman')",88
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni')",100
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri')",99
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'La_Rappresentante_di_Lista', 'Matteo_Romano')",93
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'La_Rappresentante_di_Lista', 'Rkomi')",95
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'La_Rappresentante_di_Lista', 'Tananai')",95
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'La_Rappresentante_di_Lista', 'Yuman')",93
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Le_Vibrazioni', 'Matteo_Romano')",95
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Le_Vibrazioni', 'Rkomi')",97
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Le_Vibrazioni', 'Tananai')",97
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Le_Vibrazioni', 'Yuman')",95
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Massimo_Ranieri', 'Matteo_Romano')",94
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Massimo_Ranieri', 'Rkomi')",96
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Massimo_Ranieri', 'Tananai')",96
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Massimo_Ranieri', 'Yuman')",94
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Matteo_Romano', 'Michele_Bravi')",97
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Matteo_Romano', 'Noemi')",98
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Matteo_Romano', 'Rkomi')",90
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Matteo_Romano', 'Sangiovanni')",100
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Matteo_Romano', 'Tananai')",90
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Matteo_Romano', 'Yuman')",88
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Michele_Bravi', 'Rkomi')",99
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Michele_Bravi', 'Tananai')",99
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Michele_Bravi', 'Yuman')",97
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Noemi', 'Rkomi')",100
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Noemi', 'Tananai')",100
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Noemi', 'Yuman')",98
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Rkomi', 'Tananai')",92
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Rkomi', 'Yuman')",90
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Sangiovanni', 'Yuman')",100
"('Ana_Mena', 'Giusy_Ferreri', 'Irama', 'Tananai', 'Yuman')",90
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni')",89
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri')",88
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Matteo_Romano')",82
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Michele_Bravi')",91
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Noemi')",92
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Rkomi')",84
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Sangiovanni')",94
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Tananai')",84
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Yuman')",82
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Massimo_Ranieri')",90
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Matteo_Romano')",84
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Michele_Bravi')",93
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Noemi')",94
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Rkomi')",86
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Sangiovanni')",96
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Tananai')",86
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Yuman')",84
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Mahmood_e_Blanco', 'Matteo_Romano')",98
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Mahmood_e_Blanco', 'Rkomi')",100
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Mahmood_e_Blanco', 'Tananai')",100
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Mahmood_e_Blanco', 'Yuman')",98
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Matteo_Romano')",83
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Michele_Bravi')",92
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Noemi')",93
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Rkomi')",85
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Sangiovanni')",95
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Tananai')",85
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Yuman')",83
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Matteo_Romano', 'Michele_Bravi')",86
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Matteo_Romano', 'Noemi')",87
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Matteo_Romano', 'Rkomi')",79
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Matteo_Romano', 'Sangiovanni')",89
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Matteo_Romano', 'Tananai')",79
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Matteo_Romano', 'Yuman')",77
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Michele_Bravi', 'Noemi')",96
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Michele_Bravi', 'Rkomi')",88
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Michele_Bravi', 'Sangiovanni')",98
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Michele_Bravi', 'Tananai')",88
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Michele_Bravi', 'Yuman')",86
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Noemi', 'Rkomi')",89
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Noemi', 'Sangiovanni')",99
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Noemi', 'Tananai')",89
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Noemi', 'Yuman')",87
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Rkomi', 'Sangiovanni')",91
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Rkomi', 'Tananai')",81
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Rkomi', 'Yuman')",79
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Sangiovanni', 'Tananai')",91
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Sangiovanni', 'Yuman')",89
"('Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Tananai', 'Yuman')",79
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Massimo_Ranieri')",95
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Matteo_Romano')",89
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Michele_Bravi')",98
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Noemi')",99
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Rkomi')",91
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Tananai')",91
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Yuman')",89
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri', 'Matteo_Romano')",88
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri', 'Michele_Bravi')",97
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri', 'Noemi')",98
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri', 'Rkomi')",90
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri', 'Sangiovanni')",100
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri', 'Tananai')",90
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri', 'Yuman')",88
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Michele_Bravi')",91
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Noemi')",92
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Rkomi')",84
