SQUADRA,BAUDI
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Matteo_Romano', 'Yuman')",81
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Michele_Bravi', 'Noemi')",100
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Michele_Bravi', 'Rkomi')",92
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Michele_Bravi', 'Tananai')",92
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Michele_Bravi', 'Yuman')",90
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Noemi', 'Rkomi')",93
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Noemi', 'Tananai')",93
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Noemi', 'Yuman')",91
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Rkomi', 'Sangiovanni')",95
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Rkomi', 'Tananai')",85
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Rkomi', 'Yuman')",83
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Sangiovanni', 'Tananai')",95
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Sangiovanni', 'Yuman')",93
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Tananai', 'Yuman')",83
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Massimo_Ranieri')",99
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Matteo_Romano')",93
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Rkomi')",95
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Tananai')",95
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Yuman')",93
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri', 'Matteo_Romano')",92
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri', 'Rkomi')",94
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri', 'Tananai')",94
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri', 'Yuman')",92
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Michele_Bravi')",95
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Noemi')",96
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Rkomi')",88
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Sangiovanni')",98
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Tananai')",88
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Yuman')",86
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Michele_Bravi', 'Rkomi')",97
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Michele_Bravi', 'Tananai')",97
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Michele_Bravi', 'Yuman')",95
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Noemi', 'Rkomi')",98
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Noemi', 'Tananai')",98
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Noemi', 'Yuman')",96
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Rkomi', 'Sangiovanni')",100
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Rkomi', 'Tananai')",90
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Rkomi', 'Yuman')",88
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Sangiovanni', 'Tananai')",100
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Sangiovanni', 'Yuman')",98
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Tananai', 'Yuman')",88
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Matteo_Romano')",94
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Rkomi')",96
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Tananai')",96
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Yuman')",94
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Matteo_Romano', 'Michele_Bravi')",97
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Matteo_Romano', 'Noemi')",98
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Matteo_Romano', 'Rkomi')",90
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Matteo_Romano', 'Sangiovanni')",100
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Matteo_Romano', 'Tananai')",90
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Matteo_Romano', 'Yuman')",88
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Michele_Bravi', 'Rkomi')",99
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Michele_Bravi', 'Tananai')",99
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Michele_Bravi', 'Yuman')",97
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Noemi', 'Rkomi')",100
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Noemi', 'Tananai')",100
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Noemi', 'Yuman')",98
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Rkomi', 'Tananai')",92
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Rkomi', 'Yuman')",90
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Sangiovanni', 'Yuman')",100
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Tananai', 'Yuman')",90
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Matteo_Romano', 'Michele_Bravi')",96
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Matteo_Romano', 'Noemi')",97
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Matteo_Romano', 'Rkomi')",89
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Matteo_Romano', 'Sangiovanni')",99
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Matteo_Romano', 'Tananai')",89
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Matteo_Romano', 'Yuman')",87
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Michele_Bravi', 'Rkomi')",98
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Michele_Bravi', 'Tananai')",98
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Michele_Bravi', 'Yuman')",96
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Noemi', 'Rkomi')",99
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Noemi', 'Tananai')",99
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Noemi', 'Yuman')",97
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Rkomi', 'Tananai')",91
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Rkomi', 'Yuman')",89
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Sangiovanni', 'Yuman')",99
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Tananai', 'Yuman')",89
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Matteo_Romano', 'Michele_Bravi', 'Noemi')",100
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Matteo_Romano', 'Michele_Bravi', 'Rkomi')",92
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Matteo_Romano', 'Michele_Bravi', 'Tananai')",92
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Matteo_Romano', 'Michele_Bravi', 'Yuman')",90
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Matteo_Romano', 'Noemi', 'Rkomi')",93
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Matteo_Romano', 'Noemi', 'Tananai')",93
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Matteo_Romano', 'Noemi', 'Yuman')",91
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Matteo_Romano', 'Rkomi', 'Sangiovanni')",95
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Matteo_Romano', 'Rkomi', 'Tananai')",85
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Matteo_Romano', 'Rkomi', 'Yuman')",83
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Matteo_Romano', 'Sangiovanni', 'Tananai')",95
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Matteo_Romano', 'Sangiovanni', 'Yuman')",93
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Matteo_Romano', 'Tananai', 'Yuman')",83
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Michele_Bravi', 'Noemi', 'Yuman')",100
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Michele_Bravi', 'Rkomi', 'Tananai')",94
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Michele_Bravi', 'Rkomi', 'Yuman')",92
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Michele_Bravi', 'Tananai', 'Yuman')",92
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Noemi', 'Rkomi', 'Tananai')",95
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Noemi', 'Rkomi', 'Yuman')",93
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Noemi', 'Tananai', 'Yuman')",93
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Rkomi', 'Sangiovanni', 'Tananai')",97
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Rkomi', 'Sangiovanni', 'Yuman')",95
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Rkomi', 'Tananai', 'Yuman')",85
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Sangiovanni', 'Tananai', 'Yuman')",95
"('Fabrizio_Moro', 'Irama', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Matteo_Romano')",96
"('Fabrizio_Moro', 'Irama', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Rkomi')",98
"('Fabrizio_Moro', 'Irama', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Tananai')",98
"('Fabrizio_Moro', 'Irama', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Yuman')",96
"('Fabrizio_Moro', 'Irama', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Matteo_Romano')",98
"('Fabrizio_Moro', 'Irama', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Rkomi')",100
"('Fabrizio_Moro', 'Irama', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Tananai')",100
"('Fabrizio_Moro', 'Irama', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Yuman')",98
"('Fabrizio_Moro', 'Irama', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Matteo_Romano')",97
"('Fabrizio_Moro', 'Irama', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Rkomi')",99
"('Fabrizio_Moro', 'Irama', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Tananai')",99
"('Fabrizio_Moro', 'Irama', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Yuman')",97
"('Fabrizio_Moro', 'Irama', 'Iva_Zanicchi', 'Matteo_Romano', 'Michele_Bravi')",100
"('Fabrizio_Moro', 'Irama', 'Iva_Zanicchi', 'Matteo_Romano', 'Rkomi')",93
"('Fabrizio_Moro', 'Irama', 'Iva_Zanicchi', 'Matteo_Romano', 'Tananai')",93
"('Fabrizio_Moro', 'Irama', 'Iva_Zanicchi', 'Matteo_Romano', 'Yuman')",91
"('Fabrizio_Moro', 'Irama', 'Iva_Zanicchi', 'Michele_Bravi', 'Yuman')",100
"('Fabrizio_Moro', 'Irama', 'Iva_Zanicchi', 'Rkomi', 'Tananai')",95
"('Fabrizio_Moro', 'Irama', 'Iva_Zanicchi', 'Rkomi', 'Yuman')",93
"('Fabrizio_Moro', 'Irama', 'Iva_Zanicchi', 'Tananai', 'Yuman')",93
"('Fabrizio_Moro', 'Irama', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Rkomi')",98
"('Fabrizio_Moro', 'Irama', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Tananai')",98
"('Fabrizio_Moro', 'Irama', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Yuman')",96
"('Fabrizio_Moro', 'Irama', 'La_Rappresentante_di_Lista', 'Rkomi', 'Tananai')",100
"('Fabrizio_Moro', 'Irama', 'La_Rappresentante_di_Lista', 'Rkomi', 'Yuman')",98
"('Fabrizio_Moro', 'Irama', 'La_Rappresentante_di_Lista', 'Tananai', 'Yuman')",98
"('Fabrizio_Moro', 'Irama', 'Le_Vibrazioni', 'Matteo_Romano', 'Rkomi')",100
"('Fabrizio_Moro', 'Irama', 'Le_Vibrazioni', 'Matteo_Romano', 'Tananai')",100
"('Fabrizio_Moro', 'Irama', 'Le_Vibrazioni', 'Matteo_Romano', 'Yuman')",98
"('Fabrizio_Moro', 'Irama', 'Le_Vibrazioni', 'Rkomi', 'Yuman')",100
"('Fabrizio_Moro', 'Irama', 'Le_Vibrazioni', 'Tananai', 'Yuman')",100
"('Fabrizio_Moro', 'Irama', 'Massimo_Ranieri', 'Matteo_Romano', 'Rkomi')",99
"('Fabrizio_Moro', 'Irama', 'Massimo_Ranieri', 'Matteo_Romano', 'Tananai')",99
"('Fabrizio_Moro', 'Irama', 'Massimo_Ranieri', 'Matteo_Romano', 'Yuman')",97
"('Fabrizio_Moro', 'Irama', 'Massimo_Ranieri', 'Rkomi', 'Yuman')",99
"('Fabrizio_Moro', 'Irama', 'Massimo_Ranieri', 'Tananai', 'Yuman')",99
"('Fabrizio_Moro', 'Irama', 'Matteo_Romano', 'Michele_Bravi', 'Yuman')",100
"('Fabrizio_Moro', 'Irama', 'Matteo_Romano', 'Rkomi', 'Tananai')",95
"('Fabrizio_Moro', 'Irama', 'Matteo_Romano', 'Rkomi', 'Yuman')",93
"('Fabrizio_Moro', 'Irama', 'Matteo_Romano', 'Tananai', 'Yuman')",93
"('Fabrizio_Moro', 'Irama', 'Rkomi', 'Tananai', 'Yuman')",95
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Massimo_Ranieri')",98
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Matteo_Romano')",92
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Rkomi')",94
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Tananai')",94
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Yuman')",92
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri', 'Matteo_Romano')",91
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri', 'Michele_Bravi')",100
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri', 'Rkomi')",93
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri', 'Tananai')",93
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri', 'Yuman')",91
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Michele_Bravi')",94
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Noemi')",95
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Rkomi')",87
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Sangiovanni')",97
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Tananai')",87
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Yuman')",85
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Michele_Bravi', 'Rkomi')",96
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Michele_Bravi', 'Tananai')",96
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Michele_Bravi', 'Yuman')",94
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Noemi', 'Rkomi')",97
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Noemi', 'Tananai')",97
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Noemi', 'Yuman')",95
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Rkomi', 'Sangiovanni')",99
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Rkomi', 'Tananai')",89
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Rkomi', 'Yuman')",87
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Sangiovanni', 'Tananai')",99
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Sangiovanni', 'Yuman')",97
"('Fabrizio_Moro', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Tananai', 'Yuman')",87
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Matteo_Romano')",93
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Rkomi')",95
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Tananai')",95
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Yuman')",93
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Matteo_Romano', 'Michele_Bravi')",96
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Matteo_Romano', 'Noemi')",97
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Matteo_Romano', 'Rkomi')",89
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Matteo_Romano', 'Sangiovanni')",99
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Matteo_Romano', 'Tananai')",89
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Matteo_Romano', 'Yuman')",87
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Michele_Bravi', 'Rkomi')",98
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Michele_Bravi', 'Tananai')",98
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Michele_Bravi', 'Yuman')",96
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Noemi', 'Rkomi')",99
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Noemi', 'Tananai')",99
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Noemi', 'Yuman')",97
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Rkomi', 'Tananai')",91
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Rkomi', 'Yuman')",89
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Sangiovanni', 'Yuman')",99
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Tananai', 'Yuman')",89
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Matteo_Romano', 'Michele_Bravi')",95
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Matteo_Romano', 'Noemi')",96
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Matteo_Romano', 'Rkomi')",88
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Matteo_Romano', 'Sangiovanni')",98
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Matteo_Romano', 'Tananai')",88
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Matteo_Romano', 'Yuman')",86
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Michele_Bravi', 'Rkomi')",97
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Michele_Bravi', 'Tananai')",97
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Michele_Bravi', 'Yuman')",95
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Noemi', 'Rkomi')",98
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Noemi', 'Tananai')",98
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Noemi', 'Yuman')",96
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Rkomi', 'Sangiovanni')",100
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Rkomi', 'Tananai')",90
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Rkomi', 'Yuman')",88
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Sangiovanni', 'Tananai')",100
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Sangiovanni', 'Yuman')",98
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Tananai', 'Yuman')",88
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Matteo_Romano', 'Michele_Bravi', 'Noemi')",99
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Matteo_Romano', 'Michele_Bravi', 'Rkomi')",91
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Matteo_Romano', 'Michele_Bravi', 'Tananai')",91
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Matteo_Romano', 'Michele_Bravi', 'Yuman')",89
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Matteo_Romano', 'Noemi', 'Rkomi')",92
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Matteo_Romano', 'Noemi', 'Tananai')",92
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Matteo_Romano', 'Noemi', 'Yuman')",90
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Matteo_Romano', 'Rkomi', 'Sangiovanni')",94
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Matteo_Romano', 'Rkomi', 'Tananai')",84
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Matteo_Romano', 'Rkomi', 'Yuman')",82
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Matteo_Romano', 'Sangiovanni', 'Tananai')",94
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Matteo_Romano', 'Sangiovanni', 'Yuman')",92
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Matteo_Romano', 'Tananai', 'Yuman')",82
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Michele_Bravi', 'Noemi', 'Yuman')",99
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Michele_Bravi', 'Rkomi', 'Tananai')",93
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Michele_Bravi', 'Rkomi', 'Yuman')",91
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Michele_Bravi', 'Tananai', 'Yuman')",91
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Noemi', 'Rkomi', 'Tananai')",94
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Noemi', 'Rkomi', 'Yuman')",92
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Noemi', 'Tananai', 'Yuman')",92
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Rkomi', 'Sangiovanni', 'Tananai')",96
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Rkomi', 'Sangiovanni', 'Yuman')",94
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Rkomi', 'Tananai', 'Yuman')",84
"('Fabrizio_Moro', 'Iva_Zanicchi', 'Sangiovanni', 'Tananai', 'Yuman')",94
"('Fabrizio_Moro', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Matteo_Romano')",98
"('Fabrizio_Moro', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Rkomi')",100
"('Fabrizio_Moro', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Tananai')",100
